city,zone,rainfall_mm,drainage_capacity,population_density,traffic_index,road_condition_rating,critical_infrastructure_count,rainfall,drainage_capacity_pct,population,traffic,road_condition,critical_infrastructure,drainage_overflow_ratio,road_vulnerability,flood_risk_score,flood_risk_target,target
Hyderabad,Khairatabad,133.39,59.42,64098,79.46,7.98,6,133.39,59.42,64098,79.46,7.98,6,2.2449,0.2021,0.98,1,1
Hyderabad,Begumpet Nala,134.33,51.67,42099,49.56,3.75,2,134.33,51.67,42099,49.56,3.75,2,2.5999,0.6249,0.98,1,1
Hyderabad,Madhapur Catchment,23.64,38.58,69012,69.21,7.96,5,23.64,38.58,69012,69.21,7.96,5,0.6127,0.2044,0.5751,1,1
Hyderabad,Begumpet Nala,95.69,63.61,39120,61.31,5.44,5,95.69,63.61,39120,61.31,5.44,5,1.5045,0.4557,0.98,1,1
Hyderabad,Begumpet Nala,194.02,41.9,83171,56.2,4.51,2,194.02,41.9,83171,56.2,4.51,2,4.6308,0.549,0.98,1,1
Hyderabad,Begumpet Nala,70.26,25.45,72205,53.56,5.81,7,70.26,25.45,72205,53.56,5.81,7,2.7601,0.4192,0.98,1,1
Hyderabad,Khairatabad,42.21,53.46,44183,72.41,6.73,5,42.21,53.46,44183,72.41,6.73,5,0.7896,0.3269,0.5978,1,1
Hyderabad,Begumpet Nala,40.36,38.12,53208,85.75,4.6,4,40.36,38.12,53208,85.75,4.6,4,1.0585,0.5402,0.8277,1,1
Hyderabad,Madhapur Catchment,84.61,69.45,24378,53.13,4.7,5,84.61,69.45,24378,53.13,4.7,5,1.2183,0.53,0.7926,1,1
Hyderabad,Musi River Basin,21.93,27.46,76502,59.83,5.71,6,21.93,27.46,76502,59.83,5.71,6,0.7986,0.429,0.6621,1,1
Hyderabad,Begumpet Nala,112.73,53.83,32457,81.96,5.32,2,112.73,53.83,32457,81.96,5.32,2,2.0943,0.4677,0.98,1,1
Hyderabad,Khairatabad,206.34,44.04,60982,76.81,3.79,7,206.34,44.04,60982,76.81,3.79,7,4.6848,0.6212,0.98,1,1
Hyderabad,Begumpet Nala,204.92,48.02,29826,48.42,4.4,2,204.92,48.02,29826,48.42,4.4,2,4.2677,0.5604,0.98,1,1
Hyderabad,Khairatabad,68.67,68.88,24743,56.22,4.46,6,68.67,68.88,24743,56.22,4.46,6,0.9969,0.5539,0.6787,1,1
Hyderabad,Begumpet Nala,235.56,72.73,76535,78.68,5.11,5,235.56,72.73,76535,78.68,5.11,5,3.2387,0.4886,0.98,1,1
Hyderabad,Musi River Basin,189.66,67.92,84381,45.59,6.4,5,189.66,67.92,84381,45.59,6.4,5,2.7925,0.36,0.98,1,1
Hyderabad,Musi River Basin,239.37,63.89,59025,60.48,6.62,3,239.37,63.89,59025,60.48,6.62,3,3.7468,0.338,0.98,1,1
Hyderabad,Begumpet Nala,80.25,65.58,26418,83.36,7.93,6,80.25,65.58,26418,83.36,7.93,6,1.2236,0.2072,0.8264,1,1
Hyderabad,Madhapur Catchment,132.77,47.9,21407,71.76,3.51,6,132.77,47.9,21407,71.76,3.51,6,2.772,0.6491,0.98,1,1
Hyderabad,Begumpet Nala,143.82,69.45,44505,74.69,5.83,4,143.82,69.45,44505,74.69,5.83,4,2.0709,0.4166,0.98,1,1
Hyderabad,Begumpet Nala,51.99,50.21,86321,57.13,5.59,2,51.99,50.21,86321,57.13,5.59,2,1.0355,0.4412,0.7138,1,1
Hyderabad,Musi River Basin,210.44,60.38,72362,74.19,4.86,7,210.44,60.38,72362,74.19,4.86,7,3.4852,0.5142,0.98,1,1
Hyderabad,Musi River Basin,202.73,53.87,80515,57.48,7.13,6,202.73,53.87,80515,57.48,7.13,6,3.7635,0.287,0.98,1,1
Hyderabad,Khairatabad,200.29,29.26,32116,65.45,4.82,3,200.29,29.26,32116,65.45,4.82,3,6.8442,0.5183,0.98,1,1
Hyderabad,Madhapur Catchment,193.65,33.17,35205,72.5,5.7,3,193.65,33.17,35205,72.5,5.7,3,5.8384,0.4302,0.98,1,1
Hyderabad,Begumpet Nala,164.06,38.36,31403,85.8,7.23,6,164.06,38.36,31403,85.8,7.23,6,4.2772,0.2773,0.98,1,1
Hyderabad,Begumpet Nala,99.33,66.06,54404,84.24,6.7,4,99.33,66.06,54404,84.24,6.7,4,1.5037,0.3303,0.9297,1,1
Hyderabad,Musi River Basin,225.37,67.91,51785,61.03,7.99,4,225.37,67.91,51785,61.03,7.99,4,3.3187,0.201,0.98,1,1
Hyderabad,Khairatabad,15.69,59.83,82922,55.48,5.34,7,15.69,59.83,82922,55.48,5.34,7,0.2623,0.4664,0.4863,0,0
Hyderabad,Begumpet Nala,15.0,29.59,80574,75.38,6.41,4,15.0,29.59,80574,75.38,6.41,4,0.507,0.3587,0.4539,0,0
Hyderabad,Musi River Basin,220.63,46.96,19986,55.0,3.94,7,220.63,46.96,19986,55.0,3.94,7,4.6986,0.6063,0.98,1,1
Hyderabad,Madhapur Catchment,146.91,66.25,81745,66.79,7.03,3,146.91,66.25,81745,66.79,7.03,3,2.2175,0.2971,0.98,1,1
Hyderabad,Musi River Basin,25.26,73.63,76032,91.11,6.48,3,25.26,73.63,76032,91.11,6.48,3,0.3431,0.3522,0.3936,0,0
Hyderabad,Musi River Basin,183.15,59.98,85838,57.6,4.92,7,183.15,59.98,85838,57.6,4.92,7,3.0536,0.5079,0.98,1,1
Hyderabad,Madhapur Catchment,148.06,68.48,84060,66.1,5.57,6,148.06,68.48,84060,66.1,5.57,6,2.162,0.4433,0.98,1,1
Hyderabad,Begumpet Nala,164.95,66.06,46477,64.8,7.27,4,164.95,66.06,46477,64.8,7.27,4,2.4968,0.2725,0.98,1,1
Hyderabad,Khairatabad,54.47,30.09,47685,83.56,6.92,5,54.47,30.09,47685,83.56,6.92,5,1.8099,0.308,0.98,1,1
Hyderabad,Madhapur Catchment,204.9,46.9,67756,70.68,3.91,3,204.9,46.9,67756,70.68,3.91,3,4.3687,0.6089,0.98,1,1
Hyderabad,Madhapur Catchment,53.48,34.21,67990,72.63,7.28,7,53.48,34.21,67990,72.63,7.28,7,1.5632,0.2718,0.98,1,1
Hyderabad,Madhapur Catchment,35.29,35.14,66632,61.43,6.18,6,35.29,35.14,66632,61.43,6.18,6,1.0043,0.3816,0.7835,1,1
Hyderabad,Khairatabad,168.68,69.66,30963,58.34,6.62,3,168.68,69.66,30963,58.34,6.62,3,2.4217,0.3378,0.98,1,1
Hyderabad,Musi River Basin,185.38,55.99,55528,49.97,7.16,6,185.38,55.99,55528,49.97,7.16,6,3.3112,0.2842,0.98,1,1
Hyderabad,Begumpet Nala,172.46,66.72,20251,76.62,5.74,5,172.46,66.72,20251,76.62,5.74,5,2.5847,0.4262,0.98,1,1
Hyderabad,Musi River Basin,14.43,46.6,47299,89.84,4.44,4,14.43,46.6,47299,89.84,4.44,4,0.3096,0.5555,0.4308,0,0
Hyderabad,Begumpet Nala,153.5,27.4,77840,45.69,7.65,5,153.5,27.4,77840,45.69,7.65,5,5.6015,0.2355,0.98,1,1
Hyderabad,Madhapur Catchment,220.62,32.33,84830,77.12,6.17,3,220.62,32.33,84830,77.12,6.17,3,6.8239,0.3828,0.98,1,1
Hyderabad,Khairatabad,48.21,25.12,76849,58.86,5.1,4,48.21,25.12,76849,58.86,5.1,4,1.9196,0.4905,0.98,1,1
Hyderabad,Khairatabad,221.43,38.28,29801,54.24,7.76,3,221.43,38.28,29801,54.24,7.76,3,5.7839,0.2237,0.98,1,1
Hyderabad,Madhapur Catchment,53.94,51.04,37643,53.85,4.87,7,53.94,51.04,37643,53.85,4.87,7,1.0568,0.5133,0.7799,1,1
Hyderabad,Madhapur Catchment,43.23,30.23,19849,69.12,3.98,4,43.23,30.23,19849,69.12,3.98,4,1.43,0.6017,0.938,1,1
Hyderabad,Madhapur Catchment,204.04,52.25,28931,83.61,5.09,2,204.04,52.25,28931,83.61,5.09,2,3.9052,0.4907,0.98,1,1
Hyderabad,Begumpet Nala,134.11,58.86,42363,74.55,4.7,7,134.11,58.86,42363,74.55,4.7,7,2.2786,0.5303,0.98,1,1
Hyderabad,Madhapur Catchment,141.55,66.62,89629,61.06,4.33,7,141.55,66.62,89629,61.06,4.33,7,2.1248,0.5675,0.98,1,1
Hyderabad,Begumpet Nala,236.37,74.28,29110,51.19,7.49,3,236.37,74.28,29110,51.19,7.49,3,3.1821,0.2508,0.98,1,1
Hyderabad,Musi River Basin,198.75,47.42,67692,65.22,5.47,4,198.75,47.42,67692,65.22,5.47,4,4.1915,0.453,0.98,1,1
Hyderabad,Musi River Basin,186.05,71.81,86681,89.2,7.79,3,186.05,71.81,86681,89.2,7.79,3,2.5909,0.2212,0.98,1,1
Hyderabad,Madhapur Catchment,212.28,38.57,60012,74.76,6.74,7,212.28,38.57,60012,74.76,6.74,7,5.5036,0.3255,0.98,1,1
Hyderabad,Madhapur Catchment,192.8,59.03,77473,66.51,3.93,4,192.8,59.03,77473,66.51,3.93,4,3.2663,0.607,0.98,1,1
Hyderabad,Begumpet Nala,50.18,27.31,47545,87.75,4.71,3,50.18,27.31,47545,87.75,4.71,3,1.8376,0.5287,0.98,1,1
Hyderabad,Madhapur Catchment,240.85,35.57,33043,64.44,6.55,5,240.85,35.57,33043,64.44,6.55,5,6.7709,0.3445,0.98,1,1
Hyderabad,Madhapur Catchment,155.57,74.42,55420,90.32,4.24,7,155.57,74.42,55420,90.32,4.24,7,2.0903,0.5763,0.98,1,1
Hyderabad,Khairatabad,33.14,38.59,49362,54.58,4.67,2,33.14,38.59,49362,54.58,4.67,2,0.8588,0.5327,0.5889,1,1
Hyderabad,Musi River Basin,219.31,31.89,76760,45.87,4.15,5,219.31,31.89,76760,45.87,4.15,5,6.8778,0.5854,0.98,1,1
Hyderabad,Madhapur Catchment,178.05,64.33,55841,59.38,5.67,3,178.05,64.33,55841,59.38,5.67,3,2.7679,0.4326,0.98,1,1
Hyderabad,Khairatabad,93.35,62.64,32621,48.32,5.13,4,93.35,62.64,32621,48.32,5.13,4,1.4901,0.4873,0.9445,1,1
Hyderabad,Musi River Basin,17.95,56.75,82919,65.31,7.08,3,17.95,56.75,82919,65.31,7.08,3,0.3163,0.2916,0.3586,0,0
Hyderabad,Begumpet Nala,106.42,32.22,56445,75.25,4.75,7,106.42,32.22,56445,75.25,4.75,7,3.3032,0.5253,0.98,1,1
Hyderabad,Begumpet Nala,89.76,33.64,26733,68.78,4.23,2,89.76,33.64,26733,68.78,4.23,2,2.6683,0.5769,0.98,1,1
Hyderabad,Khairatabad,103.96,63.12,87959,77.42,7.75,3,103.96,63.12,87959,77.42,7.75,3,1.6471,0.2245,0.9708,1,1
Hyderabad,Khairatabad,115.2,50.9,58736,65.81,6.79,3,115.2,50.9,58736,65.81,6.79,3,2.2632,0.3205,0.98,1,1
Hyderabad,Begumpet Nala,155.08,66.5,56169,73.09,6.83,5,155.08,66.5,56169,73.09,6.83,5,2.3321,0.3175,0.98,1,1
Hyderabad,Musi River Basin,135.03,27.65,30305,54.6,6.32,6,135.03,27.65,30305,54.6,6.32,6,4.8842,0.3679,0.98,1,1
Hyderabad,Musi River Basin,40.19,39.55,24789,82.64,5.53,3,40.19,39.55,24789,82.64,5.53,3,1.0161,0.447,0.7284,1,1
Hyderabad,Khairatabad,176.16,55.94,81248,66.81,4.61,7,176.16,55.94,81248,66.81,4.61,7,3.1492,0.5394,0.98,1,1
Hyderabad,Begumpet Nala,133.14,56.58,27493,87.24,5.55,3,133.14,56.58,27493,87.24,5.55,3,2.3532,0.4446,0.98,1,1
Hyderabad,Musi River Basin,153.9,47.34,19524,59.21,3.73,5,153.9,47.34,19524,59.21,3.73,5,3.2507,0.6271,0.98,1,1
Hyderabad,Khairatabad,225.43,31.26,36562,48.96,7.93,7,225.43,31.26,36562,48.96,7.93,7,7.2111,0.2069,0.98,1,1
Hyderabad,Khairatabad,75.93,54.29,85906,65.2,4.88,5,75.93,54.29,85906,65.2,4.88,5,1.3986,0.5121,0.9008,1,1
Hyderabad,Begumpet Nala,120.79,73.64,87211,73.88,7.52,6,120.79,73.64,87211,73.88,7.52,6,1.6403,0.2484,0.98,1,1
Hyderabad,Musi River Basin,86.44,37.41,49663,55.37,5.9,4,86.44,37.41,49663,55.37,5.9,4,2.3104,0.41,0.98,1,1
Hyderabad,Khairatabad,156.75,27.08,63406,56.01,3.59,3,156.75,27.08,63406,56.01,3.59,3,5.7887,0.6412,0.98,1,1
Hyderabad,Musi River Basin,233.06,42.08,43345,57.64,7.99,4,233.06,42.08,43345,57.64,7.99,4,5.5386,0.2009,0.98,1,1
Hyderabad,Begumpet Nala,192.51,55.81,46561,62.33,6.96,2,192.51,55.81,46561,62.33,6.96,2,3.4491,0.3036,0.98,1,1
Hyderabad,Musi River Basin,102.48,72.36,86607,46.74,3.86,2,102.48,72.36,86607,46.74,3.86,2,1.4163,0.6137,0.898,1,1
Hyderabad,Begumpet Nala,233.66,32.39,23188,47.34,4.17,2,233.66,32.39,23188,47.34,4.17,2,7.2133,0.5825,0.98,1,1
Hyderabad,Khairatabad,159.03,25.85,57131,70.21,5.76,2,159.03,25.85,57131,70.21,5.76,2,6.1524,0.4238,0.98,1,1
Hyderabad,Khairatabad,21.44,54.97,43988,89.81,7.56,5,21.44,54.97,43988,89.81,7.56,5,0.39,0.2436,0.4346,0,0
Hyderabad,Khairatabad,198.99,58.37,27752,68.65,6.94,7,198.99,58.37,27752,68.65,6.94,7,3.4093,0.3057,0.98,1,1
Hyderabad,Musi River Basin,49.82,68.62,51688,48.94,6.39,7,49.82,68.62,51688,48.94,6.39,7,0.726,0.3606,0.5636,1,1
Hyderabad,Musi River Basin,145.12,38.31,22792,82.77,7.18,6,145.12,38.31,22792,82.77,7.18,6,3.7879,0.282,0.98,1,1
Hyderabad,Madhapur Catchment,136.34,52.31,83867,58.95,3.5,2,136.34,52.31,83867,58.95,3.5,2,2.6062,0.6497,0.98,1,1
Hyderabad,Begumpet Nala,221.95,63.23,39359,86.11,4.08,3,221.95,63.23,39359,86.11,4.08,3,3.5103,0.592,0.98,1,1
Hyderabad,Madhapur Catchment,92.25,64.45,65934,57.89,4.94,3,92.25,64.45,65934,57.89,4.94,3,1.4315,0.506,0.912,1,1
Hyderabad,Madhapur Catchment,195.32,44.26,47187,72.9,4.07,4,195.32,44.26,47187,72.9,4.07,4,4.4135,0.5928,0.98,1,1
Hyderabad,Khairatabad,207.08,54.07,66928,83.29,7.71,2,207.08,54.07,66928,83.29,7.71,2,3.8302,0.2287,0.98,1,1
Hyderabad,Khairatabad,229.51,51.78,81645,84.87,5.72,6,229.51,51.78,81645,84.87,5.72,6,4.4321,0.4282,0.98,1,1
Hyderabad,Musi River Basin,202.18,45.18,19951,68.12,6.08,4,202.18,45.18,19951,68.12,6.08,4,4.4754,0.3923,0.98,1,1
Hyderabad,Begumpet Nala,193.4,49.32,18595,71.2,7.9,6,193.4,49.32,18595,71.2,7.9,6,3.9211,0.2098,0.98,1,1
Hyderabad,Musi River Basin,116.42,40.35,30879,77.41,7.45,7,116.42,40.35,30879,77.41,7.45,7,2.8848,0.2552,0.98,1,1
Hyderabad,Madhapur Catchment,78.95,58.62,41535,57.14,4.6,4,78.95,58.62,41535,57.14,4.6,4,1.3469,0.5404,0.8449,1,1
Hyderabad,Madhapur Catchment,163.39,36.88,89621,58.45,6.75,6,163.39,36.88,89621,58.45,6.75,6,4.4306,0.3248,0.98,1,1
Hyderabad,Begumpet Nala,221.84,54.17,33385,83.46,6.57,7,221.84,54.17,33385,83.46,6.57,7,4.0952,0.3425,0.98,1,1
Hyderabad,Khairatabad,219.27,31.33,67037,68.17,3.87,6,219.27,31.33,67037,68.17,3.87,6,6.9982,0.6131,0.98,1,1
Hyderabad,Khairatabad,235.57,43.81,49007,46.63,4.07,6,235.57,43.81,49007,46.63,4.07,6,5.3767,0.5927,0.98,1,1
Hyderabad,Madhapur Catchment,18.79,61.43,70066,63.02,7.27,2,18.79,61.43,70066,63.02,7.27,2,0.3059,0.2733,0.4165,0,0
Hyderabad,Madhapur Catchment,149.26,61.38,73698,52.11,4.78,6,149.26,61.38,73698,52.11,4.78,6,2.4318,0.5219,0.98,1,1
Hyderabad,Khairatabad,27.9,25.9,46942,75.0,6.65,7,27.9,25.9,46942,75.0,6.65,7,1.0771,0.3353,0.7644,1,1
Hyderabad,Khairatabad,206.23,51.64,53739,62.0,3.99,6,206.23,51.64,53739,62.0,3.99,6,3.9934,0.6012,0.98,1,1
Hyderabad,Begumpet Nala,128.33,49.37,45499,70.39,3.73,7,128.33,49.37,45499,70.39,3.73,7,2.5995,0.6274,0.98,1,1
Hyderabad,Madhapur Catchment,53.28,26.62,42596,80.04,7.98,7,53.28,26.62,42596,80.04,7.98,7,2.0011,0.202,0.98,1,1
Hyderabad,Madhapur Catchment,67.51,43.62,50376,91.37,3.75,3,67.51,43.62,50376,91.37,3.75,3,1.5479,0.6248,0.98,1,1
Hyderabad,Begumpet Nala,22.2,56.29,38991,62.36,4.22,7,22.2,56.29,38991,62.36,4.22,7,0.3944,0.5782,0.5929,1,1
Hyderabad,Madhapur Catchment,142.06,41.58,35806,72.89,4.45,7,142.06,41.58,35806,72.89,4.45,7,3.4163,0.5554,0.98,1,1
Hyderabad,Madhapur Catchment,99.98,37.05,60399,82.04,4.84,7,99.98,37.05,60399,82.04,4.84,7,2.6982,0.5163,0.98,1,1
Hyderabad,Madhapur Catchment,158.49,64.14,68222,45.1,6.37,2,158.49,64.14,68222,45.1,6.37,2,2.4711,0.3626,0.98,1,1
Hyderabad,Begumpet Nala,204.55,35.47,71915,73.71,3.51,6,204.55,35.47,71915,73.71,3.51,6,5.7675,0.6494,0.98,1,1
Hyderabad,Khairatabad,187.24,71.33,25373,63.91,3.73,3,187.24,71.33,25373,63.91,3.73,3,2.6249,0.6269,0.98,1,1
Hyderabad,Begumpet Nala,38.49,45.05,25642,88.79,3.97,3,38.49,45.05,25642,88.79,3.97,3,0.8543,0.6028,0.6739,1,1
Hyderabad,Khairatabad,13.54,64.03,37462,78.24,4.36,7,13.54,64.03,37462,78.24,4.36,7,0.2114,0.5643,0.3859,0,0
Kochi,Kalamassery Lowlands,55.15,51.41,27089,85.66,3.32,5,55.15,51.41,27089,85.66,3.32,5,1.0728,0.6683,0.8708,1,1
Kochi,Edappally Canal,26.13,45.06,58057,86.52,3.72,5,26.13,45.06,58057,86.52,3.72,5,0.5799,0.6284,0.5403,0,0
Kochi,Kalamassery Lowlands,144.55,39.53,46492,46.42,3.99,4,144.55,39.53,46492,46.42,3.99,4,3.6563,0.6005,0.98,1,1
Kochi,Kochi MG Road,73.22,29.38,45560,73.17,3.39,4,73.22,29.38,45560,73.17,3.39,4,2.4926,0.6612,0.98,1,1
Kochi,Kalamassery Lowlands,74.58,36.87,33577,56.22,5.47,5,74.58,36.87,33577,56.22,5.47,5,2.0227,0.4526,0.98,1,1
Kochi,Aluva Periyar Bank,276.6,43.65,17141,43.3,7.39,4,276.6,43.65,17141,43.3,7.39,4,6.3369,0.2614,0.98,1,1
Kochi,Edappally Canal,167.75,69.07,56650,53.07,7.05,4,167.75,69.07,56650,53.07,7.05,4,2.4287,0.2952,0.98,1,1
Kochi,Kochi MG Road,154.03,61.78,28619,69.59,4.15,5,154.03,61.78,28619,69.59,4.15,5,2.4934,0.585,0.98,1,1
Kochi,Aluva Periyar Bank,265.45,29.75,52039,77.6,5.29,2,265.45,29.75,52039,77.6,5.29,2,8.9235,0.471,0.98,1,1
Kochi,Edappally Canal,65.36,25.12,27111,86.23,5.03,4,65.36,25.12,27111,86.23,5.03,4,2.6014,0.4965,0.98,1,1
Kochi,Kochi MG Road,296.24,35.99,56627,72.01,4.32,3,296.24,35.99,56627,72.01,4.32,3,8.2319,0.5678,0.98,1,1
Kochi,Edappally Canal,31.18,51.56,62477,55.27,4.99,4,31.18,51.56,62477,55.27,4.99,4,0.6048,0.5006,0.5197,0,0
Kochi,Edappally Canal,129.69,46.3,43467,79.98,7.0,5,129.69,46.3,43467,79.98,7.0,5,2.8013,0.3001,0.98,1,1
Kochi,Aluva Periyar Bank,291.02,56.18,45172,51.67,3.38,4,291.02,56.18,45172,51.67,3.38,4,5.1805,0.662,0.98,1,1
Kochi,Aluva Periyar Bank,127.6,23.84,67534,39.32,3.87,2,127.6,23.84,67534,39.32,3.87,2,5.3531,0.613,0.98,1,1
Kochi,Kochi MG Road,40.02,21.88,25322,55.48,4.2,6,40.02,21.88,25322,55.48,4.2,6,1.8293,0.5797,0.98,1,1
Kochi,Kochi MG Road,51.9,26.29,34912,45.07,5.07,5,51.9,26.29,34912,45.07,5.07,5,1.9746,0.4927,0.98,1,1
Kochi,Kalamassery Lowlands,206.1,60.29,44563,38.87,4.23,4,206.1,60.29,44563,38.87,4.23,4,3.4185,0.5769,0.98,1,1
Kochi,Edappally Canal,194.93,55.49,25306,44.29,3.05,4,194.93,55.49,25306,44.29,3.05,4,3.5132,0.6954,0.98,1,1
Kochi,Edappally Canal,152.54,67.75,24641,85.09,6.03,5,152.54,67.75,24641,85.09,6.03,5,2.2514,0.3969,0.98,1,1
Kochi,Aluva Periyar Bank,157.73,32.01,18284,68.36,4.16,5,157.73,32.01,18284,68.36,4.16,5,4.9272,0.5844,0.98,1,1
Kochi,Kalamassery Lowlands,42.13,65.8,26692,52.93,7.21,4,42.13,65.8,26692,52.93,7.21,4,0.6403,0.279,0.468,0,0
Kochi,Aluva Periyar Bank,36.23,57.07,29438,85.23,3.24,6,36.23,57.07,29438,85.23,3.24,6,0.635,0.6758,0.6546,1,1
Kochi,Kalamassery Lowlands,95.3,42.98,53381,61.94,7.46,6,95.3,42.98,53381,61.94,7.46,6,2.2172,0.2537,0.98,1,1
Kochi,Kalamassery Lowlands,186.01,24.41,29459,74.76,6.12,3,186.01,24.41,29459,74.76,6.12,3,7.6212,0.388,0.98,1,1
Kochi,Kalamassery Lowlands,118.92,42.03,17481,58.34,5.47,6,118.92,42.03,17481,58.34,5.47,6,2.8293,0.453,0.98,1,1
Kochi,Kochi MG Road,273.91,22.99,27890,62.7,3.11,6,273.91,22.99,27890,62.7,3.11,6,11.9152,0.6894,0.98,1,1
Kochi,Kalamassery Lowlands,125.39,62.83,66160,41.66,4.4,5,125.39,62.83,66160,41.66,4.4,5,1.9957,0.56,0.98,1,1
Kochi,Edappally Canal,285.89,58.1,28607,49.28,6.99,5,285.89,58.1,28607,49.28,6.99,5,4.921,0.3007,0.98,1,1
Kochi,Kochi MG Road,135.37,59.22,41565,66.31,6.25,4,135.37,59.22,41565,66.31,6.25,4,2.2858,0.3753,0.98,1,1
Kochi,Kochi MG Road,276.27,45.76,53563,67.75,6.0,2,276.27,45.76,53563,67.75,6.0,2,6.0373,0.4004,0.98,1,1
Kochi,Edappally Canal,231.01,21.62,16134,42.63,7.5,2,231.01,21.62,16134,42.63,7.5,2,10.6828,0.2502,0.98,1,1
Kochi,Kalamassery Lowlands,107.13,50.2,22481,87.83,4.94,2,107.13,50.2,22481,87.83,4.94,2,2.1342,0.5063,0.98,1,1
Kochi,Edappally Canal,123.98,33.26,55883,81.81,7.27,4,123.98,33.26,55883,81.81,7.27,4,3.7274,0.2733,0.98,1,1
Kochi,Edappally Canal,225.16,62.6,59322,38.74,7.2,5,225.16,62.6,59322,38.74,7.2,5,3.5969,0.2797,0.98,1,1
Kochi,Kalamassery Lowlands,209.54,68.45,29070,84.01,5.33,5,209.54,68.45,29070,84.01,5.33,5,3.0614,0.4673,0.98,1,1
Kochi,Aluva Periyar Bank,232.36,51.49,22420,68.0,3.05,3,232.36,51.49,22420,68.0,3.05,3,4.5123,0.6955,0.98,1,1
Kochi,Edappally Canal,228.69,50.19,39785,72.42,4.07,2,228.69,50.19,39785,72.42,4.07,2,4.5565,0.5928,0.98,1,1
Kochi,Edappally Canal,151.45,64.57,37112,42.7,5.36,6,151.45,64.57,37112,42.7,5.36,6,2.3457,0.4641,0.98,1,1
Kochi,Edappally Canal,212.64,34.34,15291,83.5,6.85,3,212.64,34.34,15291,83.5,6.85,3,6.1926,0.3155,0.98,1,1
Kochi,Aluva Periyar Bank,39.91,59.14,37995,36.61,3.41,6,39.91,59.14,37995,36.61,3.41,6,0.6749,0.6591,0.6054,1,1
Kochi,Kochi MG Road,84.68,46.85,38145,46.96,3.95,3,84.68,46.85,38145,46.96,3.95,3,1.8074,0.6047,0.98,1,1
Kochi,Aluva Periyar Bank,78.27,23.33,56624,73.68,6.31,6,78.27,23.33,56624,73.68,6.31,6,3.3544,0.369,0.98,1,1
Kochi,Kalamassery Lowlands,288.97,20.45,25894,84.04,6.91,4,288.97,20.45,25894,84.04,6.91,4,14.1269,0.3094,0.98,1,1
Kochi,Aluva Periyar Bank,42.48,55.73,46489,86.44,5.52,6,42.48,55.73,46489,86.44,5.52,6,0.7623,0.4485,0.6596,1,1
Kochi,Aluva Periyar Bank,223.46,53.6,32229,42.66,4.99,2,223.46,53.6,32229,42.66,4.99,2,4.1692,0.5011,0.98,1,1
Kochi,Aluva Periyar Bank,173.72,49.28,62227,48.71,3.12,4,173.72,49.28,62227,48.71,3.12,4,3.525,0.6883,0.98,1,1
Kochi,Aluva Periyar Bank,117.2,29.19,17622,70.85,3.85,5,117.2,29.19,17622,70.85,3.85,5,4.0151,0.6145,0.98,1,1
Kochi,Aluva Periyar Bank,184.63,39.32,43320,74.62,5.47,2,184.63,39.32,43320,74.62,5.47,2,4.6953,0.4526,0.98,1,1
Kochi,Edappally Canal,42.1,38.81,12519,65.15,6.97,2,42.1,38.81,12519,65.15,6.97,2,1.0848,0.3032,0.6591,1,1
Kochi,Kochi MG Road,235.78,24.33,57009,58.2,4.53,6,235.78,24.33,57009,58.2,4.53,6,9.6903,0.5471,0.98,1,1
Kochi,Edappally Canal,223.11,50.81,38205,55.69,7.09,5,223.11,50.81,38205,55.69,7.09,5,4.3909,0.2909,0.98,1,1
Kochi,Edappally Canal,244.2,65.1,31239,63.27,5.68,5,244.2,65.1,31239,63.27,5.68,5,3.7513,0.4316,0.98,1,1
Kochi,Kochi MG Road,58.27,26.45,51365,82.68,6.52,4,58.27,26.45,51365,82.68,6.52,4,2.2029,0.3481,0.98,1,1
Kochi,Kochi MG Road,197.55,22.85,32800,40.4,6.28,2,197.55,22.85,32800,40.4,6.28,2,8.6438,0.3722,0.98,1,1
Kochi,Kalamassery Lowlands,112.13,46.23,66213,60.71,5.43,5,112.13,46.23,66213,60.71,5.43,5,2.4256,0.4566,0.98,1,1
Kochi,Kochi MG Road,73.93,60.39,43498,53.32,6.34,4,73.93,60.39,43498,53.32,6.34,4,1.2241,0.3655,0.7884,1,1
Kochi,Aluva Periyar Bank,174.53,51.97,17783,59.19,5.74,6,174.53,51.97,17783,59.19,5.74,6,3.3584,0.4256,0.98,1,1
Kochi,Aluva Periyar Bank,141.02,53.88,28654,77.09,5.23,4,141.02,53.88,28654,77.09,5.23,4,2.617,0.4774,0.98,1,1
Kochi,Aluva Periyar Bank,281.1,64.81,69134,82.29,4.94,3,281.1,64.81,69134,82.29,4.94,3,4.3371,0.5061,0.98,1,1
Kochi,Kochi MG Road,116.38,28.92,34375,66.03,5.35,3,116.38,28.92,34375,66.03,5.35,3,4.0246,0.4655,0.98,1,1
Kochi,Edappally Canal,150.93,37.34,43891,77.19,4.38,5,150.93,37.34,43891,77.19,4.38,5,4.0424,0.5624,0.98,1,1
Kochi,Kalamassery Lowlands,290.8,39.73,46077,49.79,5.91,5,290.8,39.73,46077,49.79,5.91,5,7.3199,0.4091,0.98,1,1
Kochi,Kochi MG Road,37.38,33.05,23760,74.87,3.08,6,37.38,33.05,23760,74.87,3.08,6,1.1309,0.6921,0.8684,1,1
